block_id,titre,chapitre,section_or_article_header,text_content
## Bloc 81,,,,"SECTION 2
INSPECTION DU TRAVAIL ET DES LOIS SOCIALES"
## Bloc 81,,,Art. 91.3,"L'inspection du travail et des lois sociales est chargée de toutes les
questions intéressant, notamment, les conditions de travail, les rapports
professionnels et l'emploi."
## Bloc 81,,,Art. 91.4,"Les inspecteurs du travail et des lois sociales prêtent serment, devant le
tribunal ou la section du tribunal de leur résidence.

La formule du serment est « je jure de bien et fidèlement remplir ma
charge et de ne pas révéler, même après avoir quitté mon service, les secrets
de fabrication et les procédés d'exploitation dont je pourrais prendre
connaissance dans l'exercice de mes fonctions et de tenir pour confidentielle

toute information signalant une infraction aux dispositions légales,
réglementaires ou conventionnelles ».

Les dispositions des alinéas précédents s'appliquent aux élèves
inspecteurs du travail de l'École nationale d'administration avant leur mise
en stage pratique dans les entreprises."
## Bloc 81,,,Art. 91.5,"Les inspecteurs du travail et des lois sociales ne peuvent avoir un
intérêt quelconque direct ou indirect dans les entreprises placées sous leur
contrôle."
## Bloc 81,,,Art. 91.6,"Les inspecteurs du travail et des lois sociales peuvent constater, par
procès-verbal faisant foi jusqu'à inscription de faux, les infractions aux
dispositions de la législation et de la réglementation du travail.

À ce titre, ils ont compétence pour faire citer tout contrevenant devant
le tribunal du travail du ressort.

L'inspecteur du travail et des lois sociales doit être informé de la suite
judiciaire réservée au procès-verbal.

Les modalités d'application des amendes fixées par l'inspecteur du
travail et des lois sociales sont déterminées par voie réglementaire."
## Bloc 81,,,Art. 91.7,"Aux fins de faire cesser les infractions, les inspecteurs du travail et des
lois sociales peuvent également, selon les cas, prodiguer des conseils, donner
des avertissements ou signifier des mises en demeure.

En cas d'urgence et sous réserve des recours juridictionnels ou
administratifs, l'inspecteur du travail et des lois sociales peut aussi ordonner
ou faire ordonner des mesures immédiatement exécutoires propres à faire
cesser un danger imminent pour la santé et la sécurité des travailleurs."
## Bloc 81,,,Art. 91.8,"Les inspecteurs du travail et des lois sociales ont l'initiative de leurs
tournées de contrôle et d'enquête. Munis d'une carte professionnelle, ils ont
le pouvoir :

- de pénétrer librement et sans avertissement préalable à toute heure du
jour comme de la nuit dans tout établissement assujetti au contrôle de
l'inspection ;


- de pénétrer, de jour, comme de nuit, lorsqu'il est constant qu'un travail
y est effectué, dans tous les locaux qu'ils peuvent avoir un motif raisonnable
de supposer être assujettis au contrôle de l'inspection ;

- de requérir, si besoin est, les avis et les consultations de médecins et
techniciens, notamment en ce qui concerne les prestations d'hygiène et de
sécurité, les médecins et techniciens étant tenus au secret professionnel dans
les mêmes conditions et sous les mêmes sanctions que les inspecteurs eux-
mêmes ;

- de se faire accompagner, dans leurs visites, d'interprètes officiels
assermentés, de délégués du personnel de l'entreprise visitée, de délégués
syndicaux et de membres de son comité de santé et sécurité au travail ainsi
que des médecins et techniciens visés à l'alinéa précédent ;

- de procéder à tous examens, contrôle, ou enquêtes jugés nécessaires
pour s'assurer que toutes les dispositions législatives et règlementaires sont
effectivement observées et notamment :

1. interroger avec ou sans témoins, l'employeur ou le personnel de
l'entreprise, contrôler leur identité, s'informer auprès de toute personne dont
le témoignage peut sembler utile ;

2. requérir la production de tous registres ou documents dont la tenue
est prescrite par le présent Code ou les textes pris pour son application ;

3. exiger l'affichage des avis dont l'opposition est prévue par les
dispositions légales ou réglementaires ;

4. prélever et emporter aux fins d'analyse, en présence du chef
d'entreprise ou du chef d'établissement ou de son suppléant et contre reçu,
des échantillons des matières et substances utilisées ou manipulées.

À l'occasion d'une visite d'inspection, l'inspecteur du travail et des lois
sociales doit informer de sa présence l'employeur ou son représentant, à
moins qu'il n'estime qu'un tel avertissement risque de porter préjudice à
l'efficacité du contrôle.


Sur réquisition écrite constatant les difficultés rencontrées dans
l'exercice de leur mission, les inspecteurs du travail et des lois sociales
peuvent se faire assister des agents de la force publique."
## Bloc 81,,,Art. 91.9,"Les frais résultant des réquisitions, expertises et enquêtes prévues à
l'article précédent sont supportés par le budget de l'État."
## Bloc 81,,,Art. 91.10,"Des contrôleurs du travail et des attachés du travail assistent les
inspecteurs du travail et des lois sociales dans le fonctionnement des services.
Ils sont habilités à constater les infractions par procès-verbal faisant foi

jusqu'à inscription de faux, établi conformément aux dispositions de l'article
91.6.

Ils adressent le procès-verbal à l'inspecteur du travail et des lois
sociales du ressort qui le transmet à l'autorité judiciaire compétente, le cas
échéant.

Les contrôleurs du travail et les attachés du travail prêtent, devant le
tribunal ou la section du tribunal de leur résidence, le serment visé à l'article
91.4."
## Bloc 81,,,Art. 91.11,"Pour l'exercice de leurs attributions, les services d'inspection du travail
disposent de locaux aménagés de façon appropriée à leurs besoins et
accessibles à tous intéressés. Ils disposent en permanence de moyens en
personnel et matériel notamment de véhicules nécessaires au fonctionnement
de leurs services.

L'État prend des mesures appropriées pour allouer aux administrateurs,
contrôleurs et attachés du travail ainsi qu'aux médecins inspecteurs du travail,
une indemnité forfaitaire suffisante pour le remboursement de tous frais de
transport et de déplacement nécessaires à l'exercice de leurs fonctions, une
indemnité de participation à la judicature, une indemnité de risques, une
indemnité de sujétion et une indemnité de logement.

Les montants de ces indemnités sont déterminés par décret."
## Bloc 81,,,Art. 91.12,"Dans les mines et carrières ainsi que dans les établissements et
chantiers où les travaux sont soumis au contrôle d'un service technique, les
fonctionnaires chargés de ce contrôle veillent à ce que les installations
relevant de leur contrôle technique soient aménagées en vue de garantir la
sécurité des travailleurs.

Ils assurent l'application des règlements spéciaux qui peuvent être pris
dans ce domaine et disposent à cet effet et dans cette limite, de pouvoirs des
inspecteurs du travail et des lois sociales. Ils portent à la connaissance de
l'inspecteur du travail et des lois sociales les mesures qu'ils ont prescrites et,
le cas échéant, les mises en demeure qui sont signifiées.

L'inspecteur du travail et des lois sociales peut, à tout moment,
demander et effectuer avec les fonctionnaires visés au paragraphe précédent
la visite des mines, carrières, établissements et chantiers soumis à un
contrôle technique.


Art 91.13

Dans les établissements ou parties d'établissements militaires
employant de la main-d'œuvre civile et dans lesquels l'intérêt de la défense
nationale s'oppose à l'introduction d'agents étrangers au service, le contrôle
de l'exécution des dispositions en matière de travail est assuré par les
fonctionnaires ou officiers désignés par arrêté conjoint du ministre de la
Défense et du ministre chargé du Travail.

Si les fonctionnaires ou officiers ainsi désignés relèvent de l'autorité du
ministre de la Défense, le contrôle desdits établissements s'effectue dans les
conditions prévues à l'article 91.12.

La liste des établissements ou parties d'établissements militaires est
dressée par arrêté du ministre de la Défense et communiquée au ministre
chargé du Travail.

Art 91.14

Les dispositions des articles 91.4, 91.6, 91.7 et 91.8 du présent Code ne
dérogent pas aux règles du droit commun quant à la constatation et à la
poursuite des infractions par les officiers de police judiciaire.


---"
## Bloc 82,,,,"SECTION 3
INSPECTION DE LA SANTE ET SECURITE AU TRAVAIL"
## Bloc 82,,,Art. 91.15,"L'inspection de la santé et sécurité au travail est chargée :

- de veiller à l'application de la législation relative à l'hygiène et à la
protection de la santé des travailleurs ;

- d'exercer une action permanente en vue de la protection des
travailleurs sur le lieu de leur travail ;

- de contrôler le fonctionnement des services médicaux ou sanitaires
des entreprises créées en exécution des dispositions de l'article 43.2 du
présent Code ;

- de communiquer aux autorités et services compétents tous
renseignements concernant les risques de maladies professionnelles et
accidents du travail inhérents aux différentes entreprises ;

- d'assurer en coordination directe avec les services psychotechniques,
médicaux et de main-d'œuvre, l'examen médical des travailleurs, en vue de
leur orientation professionnelle, de leur reclassement et, en cas de besoin, de
la rééducation de ceux qui sont inaptes au travail ou diminués physiquement."
## Bloc 82,,,Art. 91.16,"Sous l'autorité d'un médecin inspecteur du travail, l'inspection de la
santé et sécurité au travail dispose de spécialistes en santé et sécurité au
travail notamment les médecins inspecteurs du travail."
## Bloc 82,,,Art. 91.17,"Le médecin inspecteur du travail doit être :
- titulaire du diplôme d'État de docteur en médecine ;
- titulaire d'un diplôme de médecine du travail ;

- inscrit au tableau de l'Ordre des médecins."
## Bloc 82,,,Art. 91.18,"Les dispositions du présent Code relatives aux pouvoirs et obligations
des inspecteurs du travail et des lois sociales sont applicables au médecin
inspecteur du travail.

Dans le cadre de l'hygiène du travail, de la protection des travailleurs en
milieu de travail, comme de la prévention des maladies professionnelles et
des accidents du travail, le médecin inspecteur du travail est autorisé à
examiner les travailleurs et à faire, aux fins d'analyse, en présence du chef
d'entreprise, du chef d'établissement ou de son représentant a contre reçu,
des prélèvements des échantillons des matières et substances utilisées ou
manipulées.

Le médecin inspecteur du travail prête devant le tribunal de Première
instance de sa résidence le serment prévu à l'article 91.4 du présent Code."
## Bloc 82,,,Art. 91.19,"Le médecin inspecteur du travail a l'initiative de ses tournées et
enquêtes dans le cadre de la législation et de la réglementation en vigueur.

Les visites d'établissements qu'il effectue doivent lui permettre
d'orienter le service de l'inspection du travail vers les solutions ou les
applications de certaines techniques qui lui paraissent les plus propres à
assurer la santé et la sécurité des travailleurs :


- il accompagne l'inspecteur du travail et des lois sociales du ressort
dans les visites d'entreprises effectuées par ce dernier lorsqu'il le lui
demande ;

- il tient informé préalablement l'inspecteur du travail et des lois
sociales du ressort des tournées et visites qu'il compte entreprendre dans le
ressort de l'inspection :

- il communique à l'inspecteur du travail et des lois sociales du ressort
ses rapports d'inspection, ses avis et conclusions ;

- il signale au chef d'entreprise toute anomalie qui lui paraît d'une
gravite immédiate et lui présente les observations qu'il juge utiles en ce qui
concerne l'hygiène individuelle et l'adaptation du travailleur à sa fonction.

Par ailleurs, l'inspecteur du travail et des lois sociales du ressort
communique au médecin inspecteur du travail, à sa demande, tous
renseignements constatations, observations ou avis sur les questions relatives
à la mission de ce dernier."
## Bloc 82,,,Art. 91.20,"Le médecin inspecteur du travail participe en outre à l'élaboration de la
législation et de la réglementation dans les matières relevant de ses
attributions.

Il participe aux travaux de tous comités ou commissions et il peut être
appelé à procéder à la demande du ministre chargé du Travail ou de sa
propre initiative, à des enquêtes ou études"
## Bloc 82,,,Art. 91.21,"Le ministère en charge du Travail prend les mesures appropriées pour
fournir à l'inspection de la santé et sécurité au travail les moyens nécessaires
à l'exercice de sa mission.


---"
## Bloc 83,,,,"SECTION 4

RECLASSEMENT ET ORIENTATION PROFESSIONNELS DES
TRAVAILLEURS"
## Bloc 83,,,Art. 91.22,"En cas de contestation de classement, une commission se réunira à la

demande de l'une des parties, en vue de déterminer le classement du ou des
travailleurs en fonction de la qualification et de la fonction occupée.

Cette commission, présidée par l'inspecteur du travail et des lois
sociales du ressort, est composée de deux représentants des employeurs et de
deux représentants des travailleurs qui peuvent s'adjoindre à titre consultatif,
un ou deux de leurs collègues plus particulièrement qualifiés pour apprécier
le litige sur sa demande, le travailleur peut se faire assister d'un représentant
de son organisation syndicale.


---"
## Bloc 84,,CHAPITRE 2,,OBLIGATIONS DES EMPLOYEURS
## Bloc 84,,CHAPITRE 2,Art. 92.1,"Toute personne qui se propose d'ouvrir une entreprise quelque nature
que ce soit doit au préalable en faire la déclaration à l'inspecteur du travail et
des lois sociales du ressort, sous peine d'amende.

Des décrets déterminent les modalités de cette déclaration et prescrivent,
s'il y a lieu, la production de renseignements périodiques sur la situation de
la main-d'œuvre."
## Bloc 84,,CHAPITRE 2,Art. 92.2,"Tout employeur est tenu de déclarer dans les délais prescrits ses salariés
aux institutions de prévoyance sociale en charge des régimes de prévoyance
sociale obligatoires, sous peine de dommages et intérêts."
## Bloc 84,,CHAPITRE 2,Art. 92.3,"L'employeur doit tenir constamment à jour, au lieu de l'exploitation, un
registre dit « registre d'employeur » dont le modèle est fixé dans des
conditions définies par voie réglementaire.

Ce registre comprend trois fascicules :

- le premier comprend les renseignements concernant les personnes et
le contrat de tous les travailleurs occupés dans l'entreprise ;

- le deuxième, toutes les indications concernant le travail effectué, le
salaire et les congés ;

- le troisième est réservé aux visas, mises en demeure et observations
apposés par l'inspecteur du travail et des lois sociales ou son délégué.


Toutefois, l'employeur peut être dispensé de la production des deux
premiers fascicules susmentionnés s'il dispose d'un fichier électronique
fiable et à jour.

Le registre d'employeur doit être tenu sans déplacement à la disposition
de l'inspecteur du travail et des lois sociales et conservé pendant les cinq ans
suivant la dernière mention qui y a été portée.

Des décrets peuvent exempter certaines entreprises ou catégories
d'entreprises de l'obligation de tenir un registre en raison de leur situation, de
leur faible importance ou de la nature de leur activité."
## Bloc 84,,CHAPITRE 2,Art. 92.4,"L'employeur est tenu de déclarer à l'institution de prévoyance sociale en
charge du régime, à l'inspecteur du travail et des lois sociales du ressort et à
l'officier de police judiciaire, selon les cas, dans un délai de quarante-huit
heures, tout accident de travail ou toute maladie professionnelle constatée
dans l'entreprise ou l'établissement.

La déclaration est faite sur un formulaire fourni gratuitement par la
caisse de sécurité sociale sur simple demande de l'employeur.

La déclaration peut être faite par le travailleur ou ses représentants
jusqu'à l'expiration de la deuxième année suivant la date de l'accident ou de
la première constatation médicale de la maladie professionnelle.

En ce qui concerne la maladie professionnelle, la date de la première
constatation médicale de celle-ci est assimilée à la date de l'accident.

NB : Il n'existe pas d'articles entre les Articles 92.4 et 101.1


---"
## Bloc 86,,CHAPITRE PREMIER,,DISPOSITIONS GENERALES
## Bloc 86,,CHAPITRE PREMIER,Art. 101.1,"Les employeurs sont civilement responsables des condamnations
prononcées contre leurs fondés de pouvoir ou préposés pour fautes
commises dans l'exercice ou à l'occasion de l'exercice de leurs fonctions.


---"
## Bloc 88,,,,"SECTION 1
INFRACTIONS COMMISES PAR L'EMPLOYEUR"
## Bloc 88,,,Art. 102.1,"L'employeur ou le représentant de l'employeur qui commet des

infractions aux dispositions des articles 23.2 et 41.2 du présent Code est puni
d'une amende de 500.000 à 1.000.000 de francs."
## Bloc 88,,,Art. 102.2,"L'employeur ou le représentant de l'employeur qui omet de faire la
déclaration prévue à l'article 92.4 susmentionné ou commet des infractions
aux dispositions des :

- articles 23.13, 41.1, 92.1 et 92.2 du présent Code ;

- décrets prévus par les articles 23.1, 24.1, 41.5, 41.7, 43.2 et 92.1, est
puni d'une amende de 500.000 à 1.000.000 de francs."
## Bloc 88,,,Art. 102.3,"L'employeur ou le représentant de l'employeur qui, intentionnellement,

emploie pendant la nuit un travailleur de moins de dix-huit ans, est puni
d'une amende de 1.500.000 à 2.500.000 francs."
## Bloc 88,,,Art. 102.4,"L'employeur ou le représentant de l'employeur qui, intentionnellement,
s'abstient d'appliquer les mesures de protection et de salubrité édictées par
l'autorité compétente, est puni d'une amende de 500.000 à 1.000.000 de
francs."
## Bloc 88,,,Art. 102.5,"L'employeur ou le représentant de l'employeur qui, intentionnellement,
ne produit pas les documents relatifs aux moyens de contrôle de l'emploi

prévus à l'article 92.3 ci-dessus est puni d'une amende de 1.000.000 à
2.000.000 de francs."
## Bloc 88,,,Art. 102.6,"L'employeur ou le représentant de l'employeur qui, intentionnellement,
use de moyens de pression en faveur ou à l'encontre d'une organisation
syndicale ou qui prend en considération l'appartenance ou non à un syndicat

eu l'exercice d'une activité syndicale pour prendre ses décisions, est puni
d'une amende de 1.000.000 à 2.000.000 de francs."
## Bloc 88,,,Art. 102.7,"L'employeur ou le représentant de l'employeur qui, intentionnellement,
enfreint les dispositions relatives à l'obligation d'organiser un comité de
santé et sécurité au travail, est puni d'une amende de 500.000 à 1.000.000 de
francs.


---"
## Bloc 89,,,,"SECTION 2
INFRACTIONS COMMISES PAR LE TRAVAILLEUR"
## Bloc 89,,,Art. 102.8,"Le travailleur qui, alors qu'il occupe un des emplois figurant sur la liste
prévue à l'article 82.2 ci-dessus, refuse intentionnellement de se conformer à
la réquisition, est puni d'une amende de 10.000 à 100.000 francs.

---"
## Bloc 90,,,,"SECTION 3

INFRACTIONS COMMUNES A L'EMPLOYEUR ET AU
TRAVAILLEUR"
## Bloc 90,,,Art. 102.9,"L'employeur, le représentant de l'employeur ou le travailleur qui,
intentionnellement, porte atteinte :

- soit au libre exercice du droit syndical ou de la liberté syndicale ;
- soit à la libre désignation des représentants du personnel ;

- soit à l'exercice régulier de leurs fonctions par lesdits représentants du
personnel, est puni d'une amende de 1.000.000 à 2.000.000 de francs."
## Bloc 90,,,Art. 102.10,"L'employeur, le représentant de l'employeur ou le travailleur qui,
intentionnellement, se rend coupable d'une violation de l'une des dispositions
des articles 51.1, 51.2 et 51.4 ci-dessus, est puni d'une amende de 1.000.000
à 2.000.000 de francs.


---"
## Bloc 91,,,,"SECTION 4

INFRACTIONS COMMUNES A L'EMPLOYEUR, AU
TRAVAILLEUR ET AU TIERS"
## Bloc 91,,,Art. 102.11,"Quiconque a porté ou tenté de porter atteinte soit à la libre désignation des
délégués du personnel, des délégués syndicaux ou des membres du comité
de santé et de sécurité au travail, soit à l'exercice régulier de leurs fonctions,

soit au libre exercice du droit syndical est puni d'une amende de 1.000.000 à
2.000.000 de francs."
## Bloc 91,,,Art. 102.12,"Quiconque enfreint intentionnellement les dispositions de l'article 23.2 du
présent Code est puni d'une amende de 500.000 à 1.000.000 de francs."
## Bloc 91,,,Art. 102.13,"Quiconque enfreint intentionnellement les dispositions relatives au travail

des femmes enceintes telles que prévues à l'article 23.7 du présent Code est
puni d'une amende de 500.000 à 1.000.000 de francs."
## Bloc 91,,,Art. 102.14,"Quiconque enfreint intentionnellement les dispositions relatives au
règlement du différend collectif de travail telles que prévues aux articles

82.2, 82.3, 82.4, 82.7, 82.9 et 82.12 susmentionnés est puni d'une amende de
1.000.000 à 2.000.000 de francs."
## Bloc 91,,,Art. 102.15,"L'employeur, le travailleur ou toute autre personne qui intentionnellement
n'exécute pas les dispositions de la sentence arbitrale prévue à l'article 82.14
ci-dessus est puni d'une amende de 1.000.000 à 2.000.000 de francs.

179


TITIRE XI

DISPOSITION TRANSITOIRES ET FINALES"
## Bloc 91,,,Art. 110.1,"Les dispositions du présent Code sont de plein droit applicables aux
contrats individuels en cours, sous réserve que les travailleurs continuent à
bénéficier des avantages qui leur ont été consentis antérieurement lorsque
ceux-ci sont supérieurs à ceux que leur reconnaît le présent Code.

Elles ne peuvent constituer une cause de rupture de ces contrats. Toute
clause d'un contrat en cours qui ne serait pas conforme aux dispositions du
présent Code ou des règlements pris pour son application sera modifiée dans
un délai de six mois à compter de la publication du présent Code."
## Bloc 91,,,Art. 110.2,"Les conventions collectives antérieures restent en vigueur dans celles
de leurs dispositions qui ne sont pas contraires au présent Code. Ces
conventions sont susceptibles de faire l'objet d'un arrêté d'extension."
## Bloc 91,,,Art. 110.3,"Les dispositions d'application de la présente loi sont fixées par voie
réglementaire."
## Bloc 91,,,Art. 110.4,"La présente loi abroge toutes les dispositions antérieures contraires
notamment la loi n° 95-15 du 12 janvier 1995 portant Code du travail."
## Bloc 91,,,Art. 110.5,"La présente loi sera publiée au Journal officiel de la République de
Côte d'Ivoire et exécutée comme loi de l'État.

Fait à Abidjan, le 20 juillet 2015.

Alassane OUATTARA.


TEXTES MODIFICATIFS


LOI N° 96-670 DU 29 AOÛT 1996 PORTANT SUSPENSION DES
DELAIS DE SAISINE, DE PRESCRIPTION, DE PEREMPTION
D'INSTANCE, D'EXERCICE DES VOIES DE RECOURS ET
D'EXECUTION DANS TOUTES LES PROCEDURES JUDICIAIRES,
CONTENTIEUSES OÙ NON CONTENTIEUSES

---"
## Bloc 152,,,ARTICLE 10,"La Médaille d'Honneur du Travail peut décernée à titre posthume, à
condition que la demande ait été formée dans les deux ans suivant la date du
décès :

1° Aux ouvriers et employés qui, au moment de leur décès, comptaient le
nombre d'années requises en application des articles précédents ;

2° Sans condition de durée de services, aux ouvriers et employés victimes
d'un accident mortel dans l'exercice de leur profession.

---"
## Bloc 156,,,ARTICLE 13,"Les propositions sont adressées au ministre du Travail et des Affaires
sociales sous forme de mémoire du modèle annexé au présent décret.

La candidature à la Médaille d'Honneur du Travail est introduite par une
demande rédigée soit par le candidat ou, s'il est décédé, par un membre de sa
famille, soit par son employeur et adressée au préfet du département dans
lequel le candidat est domicilié. Cette demande est accompagnée des pièces
attestant les renseignements exigés dans le mémoire susvisé. Le préfet établit
le mémoire de proposition et le transmet avec son avis au ministre du Travail
et des Affaires sociales.

Le mémoire de proposition peut être adressé directement par les ministres
intéressés en faveur des salariés remplissant les conditions d'attribution
relevant des établissements soumis à leur autorité, et par le ministre des
Affaires Etrangères pour les travailleurs visés aux articles 3 et 4 du présent
décret.

Les dossiers de candidatures doivent parvenir au ministère du Travail et des
Affaires sociales :

a) le ler octobre au plus tard, pour être compris dans la promotion du ler
janvier,

b) et le 1er mai au plus tard, pour être compris dans la promotion du 7 août.


---"
## Bloc 168,,,ARTICLE 6,"Les emplois du Fonds sont constitués par l'octroi de prêts, gérés directement

par le Fonds ou par une banque ou un établissement financier, aux
personnes physiques et aux entreprises mentionnées aux articles 2 et 3 ci-
dessus.

---"
## Bloc 178,,,ARTICLE 5,"La composition nominative des membres de la Commission consultative du
Travail est déterminée par arrêté du ministre de l'Emploi et de la Fonction
publique, sur propositions des Organisations d'employeurs et des Centrales
syndicales mentionnées aux articles 2 et 3 du présent décret.


---"
## Bloc 188,,,ARTICLE 6,"Toute personne physique ou morale appartenant à un Etat accordant la
réciprocité à la République de Côte d'Ivoire peut, si elle remplit les autres
conditions prévues aux articles 4 ou 5 ci-dessus, être autorisée à ouvrir un
bureau de placement payant.

---"
## Bloc 192,,,ARTICLE 10,"Lorsque la cessation d'activité du bureau de placement est envisagée,
notification doit en être faite au ministre chargé du Travail au moins quinze
(15) jours ou trois (3) mois avant, selon que la cessation sera provisoire ou
définitive.

La reprise de l'activité du bureau doit être déclarée à l'autorité compétente
suivant les conditions prévues aux articles 4 et 5 du présent décret.

---"
## Bloc 212,,,ARTICLE 6,"Toute personne physique ou morale appartenant à un Etat accordant la
réciprocité à la République de Côte d'Ivoire peut, si elle remplit les autres
conditions prévues aux articles 4 ou 5 ci-dessus, être autorisée à exercer
l'activité d'entrepreneur de travail temporaire.

---"
## Bloc 241,,,ARTICLE 35,"Constituent des contraventions de la troisième classe et sont punies comme
telles, les infractions aux dispositions prévues aux articles 31 et 32 du
présent décret,

---"
## Bloc 243,,,ARTICLE 37,"Les infractions prévues aux articles 16, 17, 26, 27 du présent décret seront
sanctionnées des peines de contravention de troisième classe.

---"
## Bloc 279,,,ARTICLE 14,"Toute nouvelle entreprise soumise à l'obligation d'avoir un règlement
intérieur, conformément à l'article premier du présent décret devra en
disposer et l'afficher dans ses locaux, avant le délai maximum de trois mois
suivant son ouverture.

Les observations et avis prévus notamment aux articles 5, 7 et 9 devront être
notifiés avec célérité pour permettre le respect du délai prévu au précédent
article.

---"
## Bloc 351,,,,"ARTICLE PREMIER

Sous réserve des règles relatives aux équivalences, à la récupération des
heures collectivement perdues, aux heures supplémentaires, aux dérogations
permanentes ou temporaires prévues aux articles 13 et 14, la durée
hebdomadaire du travail, ne peut excéder :

quarante (40) heures, par semaine, pour les entreprises non agricoles ;

quarante huit (48) heures, par semaine, pour les exploitations,
établissements, entreprises agricoles et assimilés, dans la limite de

deux mille quatre cents (2400) heures par an.

---"
## Bloc 379,,,ARTICLE 29,"Aucune autorisation, n1 formalité particulière n'est requise pour le recours
aux prolongations de la durée journalière de travail visées aux articles 14, 15,
17, 23 et 24 du présent décret.

L'HORAIRE INDIVIDUALISE DE TRAVAIL"
## Bloc 379,,,ARTICLE 30,"Dans les branches d'activité où l'organisation du travail le permet,
l'employeur a la faculté de déroger à l'horaire collectif en introduisant un
système d'horaire individualisé de travail, dans les conditions déterminées au
présent décret,

---"
## Bloc 393,,,ARTICLE 8,"Sauf en ce qui concerne la majoration de la rémunération dans les cas prévus
aux articles 5 et 6 du présent décret, la rémunération normale des heures de
travail de nuit est identique à celle des heures de travail de jour.

---"
## Bloc 403,,,ARTICLE 4,"Le régime des jours fériés mentionnés aux articles 2 et 3 implique
l'observation des règles suivantes, en ce qui concerne la rémunération des
travailleurs :

L4

* si le jour férié a été effectivement chômé :

les travailleurs rémunérés à l'heure ou à la journée n'ont droit à aucun
salaire ;

les travailleurs rémunérés au mois ont droit à leur salaire normal qui
ne peut subir aucune modification à la baisse en raison du chômage du
jour férié.

* si le jour férié n'a pas été chômé :

les travailleurs rémunérés à l’heure ou à la journée ont droit au salaire
correspondant à l'horaire de travail et à la répartition de la durée
hebdomadaire du travail pratiquée dans l'établissement ;

les travailleurs rémunérés au mois ont droit à leur salaire normal qui
ne peut subir aucune modification à la hausse en raison du travail
effectué le jour férié.


---"
## Bloc 405,,,ARTICLE 6,"Est interdit tout travail des enfants de moins de 18 ans, les jours fériés
indiqués aux articles premier, 2 et 3 du présent décret.

---"
## Bloc 406,,,ARTICLE 7,"Sauf accord des intéressés et sous réserve des dispositions prévues à l'article
3 alinéa premier, le travail des femmes est interdit les jours fériés
mentionnés aux articles premier, 2 et 3 du présent décret.

---"
## Bloc 458,,,ARTICLE 2,"Tout différend collectif du travail doit être notifié par la partie la plus
diligente au préfet qui en informe immédiatement par tous moyens, le

ministre chargé du Travail et déclenche la procédure de conciliation prévue à
l'article 82.6 du Code du Travail.

La date de notification du différend au préfet sera la seule retenue
notamment comme date de commencement du différend et comme point de
départ pour le décompte de tout délai mentionné dans le présent décret.

Les différentes phases de la procédure de conciliation sont déterminées aux
articles 2, 3, 4, 5, 6, 7, 8 et 9 du présent décret.

---"
## Bloc 468,,,ARTICLE 12,"Toute grève engagée ou continuée en contravention des dispositions prévues
à l'article 82.16 du Code du Travail et en contravention de celles
mentionnées aux articles 2, 3, 4, 5, 6, 7, 8 et 9 du présent décret, peut
entraîner pour les travailleurs, la perte du droit à l'indemnité de préavis, à
l'indemnité de licenciement le cas échéant, et aux dommages-intérêts pour
rupture du contrat.

---"
## Bloc 481,,,ARTICLE 11,"Constituent des contraventions de la troisième classe, et punies comme telles
les infractions aux dispositions prévues aux articles 2 et 7 du présent décret
ainsi qu'aux dispositions antérieurement prescrites concernant le registre
d'employeur.

---"
## Bloc 495,,,ARTICLE 3,"Nul ne peut recevoir d'apprenti s'il n'est titulaire d’une carte de « maître
d'apprentissage » délivrée par le ministre chargé de la Formation
professionnelle.

Pour la détermination des critères de délivrance de cette carte, le ministre
peut solliciter l'organisation professionnelle concernée.

Le maître doit satisfaire aux exigences prévues aux articles 12.4, 12.5, et
12.6 du Code du Travail.


---"
## Bloc 515,,,ARTICLE 23,"L'apprenti qui a subi avec succès l'examen prévu aux articles 12.10 du Code
du Travail et 19 du présent décret, doit recevoir un diplôme de fin
d'apprentissage déterminant son classement dans la hiérarchie
professionnelle.

---"
## Bloc 532,,,ARTICLE 12,"Tout faux ou toute infraction commis concernant les dispositions prévues
aux articles premier alinéa 2, 6, 7, 9, 10, et 11 du présent décret sera
sanctionné des amendes ou des peines applicables conformément à la
réglementation en vigueur.

---"
## Bloc 556,,,ARTICLE 5,"La durée du congé est déterminée, au cours de la période de référence
prévue à l'article 3 ci-dessus, à raison de :

deux jours ouvrables par mois de travail pour les adultes ;

deux jours et deux dixièmes de jours ouvrables par mois de travail
pour les jeunes travailleurs âgés de moins de dix-huit ans et apprentis.

Lorsque le nombre de jours ouvrables ainsi calculé n'est pas un nombre
entier, la durée du congé est arrondie au nombre entier de jours
immédiatement supérieur.

Pour la détermination de la durée du congé acquis, sont considérées comme
périodes de travail :

a) les périodes pendant lesquelles l'exécution du contrat de travail est
suspendue pour cause d'accident du travail ou de maladie professionnelle ;


b) dans une limite de six mois, les périodes pendant lesquelles l'exécution du
contrat de travail est suspendue pour cause de maladie dûment constatée par
un médecin agréé ;

c) les périodes de repos des femmes en couches prévues aux articles 23.4 et
23.5 du Code du Travail.

---"
## Bloc 567,,,ARTICLE 14,"Chaque jour de congé supplémentaire accordé au titre de l'ancienneté
conformément aux dispositions de l'article 7 du présent décret ou au titre des
charges de famille, conformément aux dispositions des articles 8 et 9 ci-
dessus donne lieu à l'attribution d'une allocation égale au quotient de
l'allocation afférente au congé principal par le nombre de jours ouvrables
compris dans ce congé.

---"
